,1,2,3,4,5,6,7,8,9,10,11,12
S515,6,2,2,2,2,2,2,2,2,1,1,1
S516,6,2,2,2,2,2,2,2,2,1,1,1
S517,6,2,2,2,2,2,2,2,2,1,1,1
S518,6,2,2,2,2,2,2,2,2,1,1,1
S519,6,2,2,2,2,2,2,2,2,1,1,1
S520,6,2,2,2,2,2,2,2,2,1,1,1
S521,6,2,2,2,2,2,2,2,2,1,1,1
S522,6,2,2,2,2,2,2,2,2,1,1,1
S523,7,2,2,2,2,3,2,2,2,3,1,3
S524,7,2,2,2,2,3,2,2,2,3,1,3
S525,7,2,2,2,2,3,2,2,2,3,1,3
S526,7,2,2,2,2,3,2,2,2,3,1,3
S527,7,2,2,2,2,3,2,2,2,3,1,3
S528,7,2,2,2,2,3,2,2,2,3,1,3
S529,7,2,2,2,2,3,2,2,2,3,1,3
S530,7,2,2,2,2,3,2,2,2,3,1,3
S531,7,2,2,2,2,3,2,2,2,3,1,3
S532,7,2,2,2,2,3,2,2,2,3,1,3
S533,7,2,2,2,2,3,2,2,2,3,1,3
S534,7,2,2,2,2,3,2,2,2,3,1,3
S535,7,2,2,2,2,3,2,2,2,3,1,3
S536,7,2,2,2,2,3,2,2,2,3,1,3
S537,7,2,2,2,2,3,2,2,2,3,1,3
S538,7,2,2,2,2,3,2,2,2,3,1,3
S539,7,2,2,2,2,3,2,2,2,3,1,3
S540,7,2,2,2,2,3,2,2,2,3,1,3
S541,7,2,2,2,2,3,2,2,2,3,1,3
S542,7,2,2,2,2,3,2,2,2,3,1,3
S543,7,2,2,2,2,3,2,2,2,3,1,3
S544,7,2,2,2,2,3,2,2,2,3,1,3
S545,7,2,2,2,2,3,2,2,2,3,1,3
S546,7,2,2,2,2,3,2,2,2,3,1,3
S547,7,2,2,2,2,3,2,2,2,3,1,3
S548,7,2,2,2,2,3,2,2,2,3,1,3
S549,7,2,2,2,2,3,2,2,2,3,1,3
S550,7,2,2,2,2,3,2,2,2,3,1,3
S551,7,2,2,2,2,3,2,2,2,3,1,3
S552,7,2,2,2,2,3,2,2,2,3,1,3
S553,8,2,2,2,2,3,1,1,1,3,1,3
S554,8,2,2,2,2,3,1,1,1,3,1,3
S555,8,2,2,2,2,3,1,1,1,3,1,3
S556,8,2,2,2,2,3,1,1,1,3,1,3
S557,8,2,2,2,2,3,1,1,1,3,1,3
S558,8,2,2,2,2,3,1,1,1,3,1,3
S559,8,2,2,2,2,3,1,1,1,3,1,3
S560,8,2,2,2,2,3,1,1,1,3,1,3
S561,8,2,2,2,2,3,1,1,1,3,1,3
S562,8,2,2,2,2,3,1,1,1,3,1,3
S563,8,2,2,2,2,3,1,1,1,3,1,3
S564,8,2,2,2,2,3,1,1,1,3,1,3
S565,8,2,2,2,2,3,1,1,1,3,1,3
S566,8,2,2,2,2,3,1,1,1,3,1,3
S567,8,2,2,2,2,3,1,1,1,3,1,3
S568,8,2,2,2,2,3,1,1,1,3,1,3
S569,8,2,2,2,2,3,1,1,1,3,1,3
S570,8,2,2,2,2,3,1,1,1,3,1,3
S571,8,2,2,2,2,3,1,1,1,3,1,3
S572,8,2,2,2,2,3,1,1,1,3,1,3
S573,8,2,2,2,2,3,1,1,1,3,1,3
S574,8,2,2,2,2,3,1,1,1,3,1,3
S575,8,2,2,2,2,3,1,1,1,3,1,3
S576,8,2,2,2,2,3,1,1,1,3,1,3
S577,8,2,2,2,2,3,1,1,1,3,1,3
S578,8,2,2,2,2,3,1,1,1,3,1,3
S579,8,2,2,2,2,3,1,1,1,3,1,3
S580,8,2,2,2,2,3,1,1,1,3,1,3
S581,8,2,2,2,2,3,1,1,1,3,1,3
S582,8,2,2,2,2,3,1,1,1,3,1,3
S583,8,2,2,2,2,3,1,1,1,3,1,3
S584,8,2,2,2,2,3,1,1,1,3,1,3
S585,8,2,2,2,2,3,1,1,1,3,1,3
S586,8,2,2,2,2,3,1,1,1,3,1,3
S587,8,2,2,2,2,3,1,1,1,3,1,3
S588,8,2,2,2,2,3,1,1,1,3,1,3
S589,8,2,2,2,2,3,1,1,1,3,1,3
S590,8,2,2,2,2,3,1,1,1,3,1,3
S591,8,2,2,2,2,3,1,1,1,3,1,3
S592,8,2,2,2,2,3,1,1,1,3,1,3
S593,8,2,2,2,2,3,1,1,1,3,1,3
S594,8,2,2,2,2,3,1,1,1,3,1,3
S595,8,2,2,2,2,3,1,1,1,3,1,3
S596,8,2,2,2,2,3,1,1,1,3,1,3
S597,8,2,2,2,2,3,1,1,1,3,1,3
S598,8,2,2,2,2,3,1,1,1,3,1,3
S599,8,2,2,2,2,3,1,1,1,3,1,3
S600,8,2,2,2,2,3,1,1,1,3,1,3
S601,8,2,2,2,2,3,1,1,1,3,1,3
S602,8,2,2,2,2,3,1,1,1,3,1,3
S603,8,2,2,2,2,3,1,1,1,3,1,3
S604,8,2,2,2,2,3,1,1,1,3,1,3
S605,8,2,2,2,2,3,1,1,1,3,1,3
S606,8,2,2,2,2,3,1,1,1,3,1,3
S607,8,2,2,2,2,3,1,1,1,3,1,3
S608,8,2,2,2,2,3,1,1,1,3,1,3
S609,8,2,2,2,2,3,1,1,1,3,1,3
S610,8,2,2,2,2,3,1,1,1,3,1,3
S611,8,2,2,2,2,3,1,1,1,3,1,3
S612,8,2,2,2,2,3,1,1,1,3,1,3
S613,8,2,2,2,2,3,1,1,1,3,1,3
S614,8,2,2,2,2,3,1,1,1,3,1,3
S615,8,2,2,2,2,3,1,1,1,3,1,3
S616,8,2,2,2,2,3,1,1,1,3,1,3
S617,8,2,2,2,2,3,1,1,1,3,1,3
S618,8,2,2,2,2,3,1,1,1,3,1,3
S619,8,2,2,2,2,3,1,1,1,3,1,3
S620,8,2,2,2,2,3,1,1,1,3,1,3
S621,8,2,2,2,2,3,1,1,1,3,1,3
S622,8,2,2,2,2,3,1,1,1,3,1,3
S623,8,2,2,2,2,3,1,1,1,3,1,3
S624,8,2,2,2,2,3,1,1,1,3,1,3
S625,8,2,2,2,2,3,1,1,1,3,1,3
S626,8,2,2,2,2,3,1,1,1,3,1,3
S627,8,2,2,2,2,3,1,1,1,3,1,3
S628,8,2,2,2,2,3,1,1,1,3,1,3
S629,8,2,2,2,2,3,1,1,1,3,1,3
S630,8,2,2,2,2,3,1,1,1,3,1,3
S631,8,2,2,2,2,3,1,1,1,3,1,3
S632,8,2,2,2,2,3,1,1,1,3,1,3
S633,8,2,2,2,2,3,1,1,1,3,1,3
S634,8,2,2,2,2,3,1,1,1,3,1,3
S635,8,2,2,2,2,3,1,1,1,3,1,3
S636,8,2,2,2,2,3,1,1,1,3,1,3
S637,8,2,2,2,2,3,1,1,1,3,1,3
S638,8,2,2,2,2,3,1,1,1,3,1,3
S639,8,2,2,2,2,3,1,1,1,3,1,3
S640,8,2,2,2,2,3,1,1,1,3,1,3
S641,8,2,2,2,2,3,1,1,1,3,1,3
S642,8,2,2,2,2,3,1,1,1,3,1,3
S643,8,2,2,2,2,3,1,1,1,3,1,3
S644,8,2,2,2,2,3,1,1,1,3,1,3
S645,8,2,2,2,2,3,1,1,1,3,1,3
S646,8,2,2,2,2,3,1,1,1,3,1,3
S647,8,2,2,2,2,3,1,1,1,3,1,3
S648,8,2,2,2,2,3,1,1,1,3,1,3
S649,8,2,2,2,2,3,1,1,1,3,1,3
S650,8,2,2,2,2,3,1,1,1,3,1,3
S651,8,2,2,2,2,3,1,1,1,3,1,3
S652,8,2,2,2,2,3,1,1,1,3,1,3
S653,8,2,2,2,2,3,1,1,1,3,1,3
S654,8,2,2,2,2,3,1,1,1,3,1,3
S655,8,2,2,2,2,3,1,1,1,3,1,3
S656,8,2,2,2,2,3,1,1,1,3,1,3
S657,8,2,2,2,2,3,1,1,1,3,1,3
S658,8,2,2,2,2,3,1,1,1,3,1,3
S659,8,2,2,2,2,3,1,1,1,3,1,3
S660,8,2,2,2,2,3,1,1,1,3,1,3
S661,8,2,2,2,2,3,1,1,1,3,1,3
S662,8,2,2,2,2,3,1,1,1,3,1,3
S663,8,2,2,2,2,3,1,1,1,3,1,3
S664,8,2,2,2,2,3,1,1,1,3,1,3
S665,8,2,2,2,2,3,1,1,1,3,1,3
S666,8,2,2,2,2,3,1,1,1,3,1,3
S667,8,2,2,2,2,3,1,1,1,3,1,3
S668,9,2,2,2,2,2,2,2,2,6,3,5
S669,9,2,2,2,2,2,2,2,2,6,3,5
S670,9,2,2,2,2,2,2,2,2,6,3,5
S671,9,2,2,2,2,2,2,2,2,6,3,5
S672,9,2,2,2,2,2,2,2,2,6,3,5
S673,9,2,2,2,2,2,2,2,2,6,3,5
S674,9,2,2,2,2,2,2,2,2,6,3,5
S675,9,2,2,2,2,2,2,2,2,6,3,5
S676,9,2,2,2,2,2,2,2,2,6,3,5
S677,9,2,2,2,2,2,2,2,2,6,3,5
S678,9,2,2,2,2,2,2,2,2,6,3,5
S679,9,2,2,2,2,2,2,2,2,6,3,5
S680,9,2,2,2,2,2,2,2,2,6,3,5
S681,9,2,2,2,2,2,2,2,2,6,3,5
S682,9,2,2,2,2,2,2,2,2,6,3,5
S683,9,2,2,2,2,2,2,2,2,6,3,5
S684,9,2,2,2,2,2,2,2,2,6,3,5
S685,9,2,2,2,2,2,2,2,2,6,3,5
S686,9,2,2,2,2,2,2,2,2,6,3,5
S687,9,2,2,2,2,2,2,2,2,6,3,5
S688,9,2,2,2,2,2,2,2,2,6,3,5
S689,9,2,2,2,2,2,2,2,2,6,3,5
S690,9,2,2,2,2,2,2,2,2,6,3,5
S691,9,2,2,2,2,2,2,2,2,6,3,5
S692,9,2,2,2,2,2,2,2,2,6,3,5
S693,9,2,2,2,2,2,2,2,2,6,3,5
S694,9,2,2,2,2,2,2,2,2,6,3,5
S695,9,2,2,2,2,2,2,2,2,6,3,5
S696,9,2,2,2,2,2,2,2,2,6,3,5
S697,9,2,2,2,2,2,2,2,2,6,3,5
S698,9,2,2,2,2,2,2,2,2,6,3,5
S699,9,2,2,2,2,2,2,2,2,6,3,5
S700,9,2,2,2,2,2,2,2,2,6,3,5
S701,9,2,2,2,2,2,2,2,2,6,3,5
S702,9,2,2,2,2,2,2,2,2,6,3,5
S703,9,2,2,2,2,2,2,2,2,6,3,5
S704,9,2,2,2,2,2,2,2,2,6,3,5
S705,9,2,2,2,2,2,2,2,2,6,3,5
S706,9,2,2,2,2,2,2,2,2,6,3,5
S707,9,2,2,2,2,2,2,2,2,6,3,5
S708,9,2,2,2,2,2,2,2,2,6,3,5
S709,9,2,2,2,2,2,2,2,2,6,3,5
S710,9,2,2,2,2,2,2,2,2,6,3,5
S711,9,2,2,2,2,2,2,2,2,6,3,5
S712,9,2,2,2,2,2,2,2,2,6,3,5
S713,9,2,2,2,2,2,2,2,2,6,3,5
S714,9,2,2,2,2,2,2,2,2,6,3,5
S715,9,2,2,2,2,2,2,2,2,6,3,5
S716,9,2,2,2,2,2,2,2,2,6,3,5
S717,9,2,2,2,2,2,2,2,2,6,3,5
S718,9,2,2,2,2,2,2,2,2,6,3,5
S719,9,2,2,2,2,2,2,2,2,6,3,5
S720,9,2,2,2,2,2,2,2,2,6,3,5
S721,9,2,2,2,2,2,2,2,2,6,3,5
S722,9,2,2,2,2,2,2,2,2,6,3,5
S723,9,2,2,2,2,2,2,2,2,6,3,5
S724,9,2,2,2,2,2,2,2,2,6,3,5
S725,9,2,2,2,2,2,2,2,2,6,3,5
S726,9,2,2,2,2,2,2,2,2,6,3,5
S727,9,2,2,2,2,2,2,2,2,6,3,5
S728,9,2,2,2,2,2,2,2,2,6,3,5
S729,9,2,2,2,2,2,2,2,2,6,3,5
S730,9,2,2,2,2,2,2,2,2,6,3,5
S731,9,2,2,2,2,2,2,2,2,6,3,5
S732,9,2,2,2,2,2,2,2,2,6,3,5
S733,10,2,2,2,2,3,1,1,1,3,1,3
S734,10,2,2,2,2,3,1,1,1,3,1,3
S735,10,2,2,2,2,3,1,1,1,3,1,3
S736,10,2,2,2,2,3,1,1,1,3,1,3
S737,10,2,2,2,2,3,1,1,1,3,1,3
S738,10,2,2,2,2,3,1,1,1,3,1,3
S739,10,2,2,2,2,3,1,1,1,3,1,3
S740,10,2,2,2,2,3,1,1,1,3,1,3
S741,10,2,2,2,2,3,1,1,1,3,1,3
S742,10,2,2,2,2,3,1,1,1,3,1,3
S743,10,2,2,2,2,3,1,1,1,3,1,3
S744,10,2,2,2,2,3,1,1,1,3,1,3
S745,10,2,2,2,2,3,1,1,1,3,1,3
S746,10,2,2,2,2,3,1,1,1,3,1,3
S747,10,2,2,2,2,3,1,1,1,3,1,3
S748,10,2,2,2,2,3,1,1,1,3,1,3
S749,10,2,2,2,2,3,1,1,1,3,1,3
S750,10,2,2,2,2,3,1,1,1,3,1,3
S751,10,2,2,2,2,3,1,1,1,3,1,3
S752,10,2,2,2,2,3,1,1,1,3,1,3
S753,10,2,2,2,2,3,1,1,1,3,1,3
S754,10,2,2,2,2,3,1,1,1,3,1,3
S755,10,2,2,2,2,3,1,1,1,3,1,3
S756,10,2,2,2,2,3,1,1,1,3,1,3
S757,10,2,2,2,2,3,1,1,1,3,1,3
S758,10,2,2,2,2,3,1,1,1,3,1,3
S759,10,2,2,2,2,3,1,1,1,3,1,3
S760,10,2,2,2,2,3,1,1,1,3,1,3
S761,10,2,2,2,2,3,1,1,1,3,1,3
S762,10,2,2,2,2,3,1,1,1,3,1,3
S763,10,2,2,2,2,3,1,1,1,3,1,3
S764,10,2,2,2,2,3,1,1,1,3,1,3
S765,10,2,2,2,2,3,1,1,1,3,1,3
S766,10,2,2,2,2,3,1,1,1,3,1,3
S767,10,2,2,2,2,3,1,1,1,3,1,3
S768,10,2,2,2,2,3,1,1,1,3,1,3
S769,10,2,2,2,2,3,1,1,1,3,1,3
S770,10,2,2,2,2,3,1,1,1,3,1,3
S771,10,2,2,2,2,3,1,1,1,3,1,3
S772,10,2,2,2,2,3,1,1,1,3,1,3
S773,10,2,2,2,2,3,1,1,1,3,1,3
S774,10,2,2,2,2,3,1,1,1,3,1,3
S775,10,2,2,2,2,3,1,1,1,3,1,3
S776,10,2,2,2,2,3,1,1,1,3,1,3
S777,10,2,2,2,2,3,1,1,1,3,1,3
S778,10,2,2,2,2,3,1,1,1,3,1,3
S779,10,2,2,2,2,3,1,1,1,3,1,3
S780,10,2,2,2,2,3,1,1,1,3,1,3
S781,10,2,2,2,2,3,1,1,1,3,1,3
S782,10,2,2,2,2,3,1,1,1,3,1,3
S783,10,2,2,2,2,3,1,1,1,3,1,3
S784,10,2,2,2,2,3,1,1,1,3,1,3
S785,10,2,2,2,2,3,1,1,1,3,1,3
S786,10,2,2,2,2,3,1,1,1,3,1,3
S787,10,2,2,2,2,3,1,1,1,3,1,3
S788,10,2,2,2,2,3,1,1,1,3,1,3
S789,10,2,2,2,2,3,1,1,1,3,1,3
S790,10,2,2,2,2,3,1,1,1,3,1,3
S791,10,2,2,2,2,3,1,1,1,3,1,3
S792,10,2,2,2,2,3,1,1,1,3,1,3
S793,10,2,2,2,2,3,1,1,1,3,1,3
S794,10,2,2,2,2,3,1,1,1,3,1,3
S795,11,2,2,2,2,4,1,1,1,6,4,3
S796,11,2,2,2,2,4,1,1,1,6,4,3
S797,11,2,2,2,2,4,1,1,1,6,4,3
S798,11,2,2,2,2,4,1,1,1,6,4,3
S799,11,2,2,2,2,4,1,1,1,6,4,3
S800,11,2,2,2,2,4,1,1,1,6,4,3
S801,11,2,2,2,2,4,1,1,1,6,4,3
S802,11,2,2,2,2,4,1,1,1,6,4,3
S803,11,2,2,2,2,4,1,1,1,6,4,3
S804,11,2,2,2,2,4,1,1,1,6,4,3
S805,11,2,2,2,2,4,1,1,1,6,4,3
S806,11,2,2,2,2,4,1,1,1,6,4,3
S807,11,2,2,2,2,4,1,1,1,6,4,3
S808,11,2,2,2,2,4,1,1,1,6,4,3
S809,11,2,2,2,2,4,1,1,1,6,4,3
S810,11,2,2,2,2,4,1,1,1,6,4,3
S811,11,2,2,2,2,4,1,1,1,6,4,3
S812,11,2,2,2,2,4,1,1,1,6,4,3
S813,11,2,2,2,2,4,1,1,1,6,4,3
S814,11,2,2,2,2,4,1,1,1,6,4,3
S815,11,2,2,2,2,4,1,1,1,6,4,3
S816,11,2,2,2,2,4,1,1,1,6,4,3
S817,11,2,2,2,2,4,1,1,1,6,4,3
S818,11,2,2,2,2,4,1,1,1,6,4,3
S819,11,2,2,2,2,4,1,1,1,6,4,3
S820,11,2,2,2,2,4,1,1,1,6,4,3
S821,11,2,2,2,2,4,1,1,1,6,4,3
S822,11,2,2,2,2,4,1,1,1,6,4,3
S823,11,2,2,2,2,4,1,1,1,6,4,3
S824,11,2,2,2,2,4,1,1,1,6,4,3
S825,11,2,2,2,2,4,1,1,1,6,4,3
S826,11,2,2,2,2,4,1,1,1,6,4,3
S827,11,2,2,2,2,4,1,1,1,6,4,3
S828,11,2,2,2,2,4,1,1,1,6,4,3
S829,11,2,2,2,2,4,1,1,1,6,4,3
S830,11,2,2,2,2,4,1,1,1,6,4,3
S831,11,2,2,2,2,4,1,1,1,6,4,3
S832,11,2,2,2,2,4,1,1,1,6,4,3
S833,11,2,2,2,2,4,1,1,1,6,4,3
S834,11,2,2,2,2,4,1,1,1,6,4,3
S835,11,2,2,2,2,4,1,1,1,6,4,3
S836,11,2,2,2,2,4,1,1,1,6,4,3
S837,11,2,2,2,2,4,1,1,1,6,4,3
S838,11,2,2,2,2,4,1,1,1,6,4,3
S839,11,2,2,2,2,4,1,1,1,6,4,3
S840,12,2,2,2,2,3,2,2,2,8,1,3
S841,12,2,2,2,2,3,2,2,2,8,1,3
S842,12,2,2,2,2,3,2,2,2,8,1,3
S843,12,2,2,2,2,3,2,2,2,8,1,3
S844,12,2,2,2,2,3,2,2,2,8,1,3
S845,12,2,2,2,2,3,2,2,2,8,1,3
S846,12,2,2,2,2,3,2,2,2,8,1,3
S847,12,2,2,2,2,3,2,2,2,8,1,3
S848,12,2,2,2,2,3,2,2,2,8,1,3
S849,12,2,2,2,2,3,2,2,2,8,1,3
S850,12,2,2,2,2,3,2,2,2,8,1,3
S851,12,2,2,2,2,3,2,2,2,8,1,3
S852,12,2,2,2,2,3,2,2,2,8,1,3
S853,12,2,2,2,2,3,2,2,2,8,1,3
S854,12,2,2,2,2,3,2,2,2,8,1,3
S855,12,2,2,2,2,3,2,2,2,8,1,3
S856,12,2,2,2,2,3,2,2,2,8,1,3
S857,12,2,2,2,2,3,2,2,2,8,1,3
S858,12,2,2,2,2,3,2,2,2,8,1,3
S859,12,2,2,2,2,3,2,2,2,8,1,3
S860,12,2,2,2,2,3,2,2,2,8,1,3
S861,12,2,2,2,2,3,2,2,2,8,1,3
S862,12,2,2,2,2,3,2,2,2,8,1,3
S863,12,2,2,2,2,3,2,2,2,8,1,3
S864,12,2,2,2,2,3,2,2,2,8,1,3
S865,12,2,2,2,2,3,2,2,2,8,1,3
S866,12,2,2,2,2,3,2,2,2,8,1,3
S867,12,2,2,2,2,3,2,2,2,8,1,3
S868,12,2,2,2,2,3,2,2,2,8,1,3
S869,12,2,2,2,2,3,2,2,2,8,1,3
S870,12,2,2,2,2,3,2,2,2,8,1,3
S871,12,2,2,2,2,3,2,2,2,8,1,3
S872,12,2,2,2,2,3,2,2,2,8,1,3
S873,12,2,2,2,2,3,2,2,2,8,1,3
S874,12,2,2,2,2,3,2,2,2,8,1,3
S875,12,2,2,2,2,3,2,2,2,8,1,3
S876,12,2,2,2,2,3,2,2,2,8,1,3
S877,12,2,2,2,2,3,2,2,2,8,1,3
S878,12,2,2,2,2,3,2,2,2,8,1,3
S879,12,2,2,2,2,3,2,2,2,8,1,3
S880,12,2,2,2,2,3,2,2,2,8,1,3
S881,12,2,2,2,2,3,2,2,2,8,1,3
S882,12,2,2,2,2,3,2,2,2,8,1,3
S883,12,2,2,2,2,3,2,2,2,8,1,3
S884,12,2,2,2,2,3,2,2,2,8,1,3
S885,13,2,2,2,2,4,2,2,2,9,1,3
S886,13,2,2,2,2,4,2,2,2,9,1,3
S887,13,2,2,2,2,4,2,2,2,9,1,3
S888,13,2,2,2,2,4,2,2,2,9,1,3
S889,13,2,2,2,2,4,2,2,2,9,1,3
S890,13,2,2,2,2,4,2,2,2,9,1,3
S891,13,2,2,2,2,4,2,2,2,9,1,3
S892,13,2,2,2,2,4,2,2,2,9,1,3
S893,13,2,2,2,2,4,2,2,2,9,1,3
S894,13,2,2,2,2,4,2,2,2,9,1,3
S895,13,2,2,2,2,4,2,2,2,9,1,3
S896,13,2,2,2,2,4,2,2,2,9,1,3
S897,13,2,2,2,2,4,2,2,2,9,1,3
S898,13,2,2,2,2,4,2,2,2,9,1,3
S899,13,2,2,2,2,4,2,2,2,9,1,3
S900,13,2,2,2,2,4,2,2,2,9,1,3
S901,13,2,2,2,2,4,2,2,2,9,1,3
S902,13,2,2,2,2,4,2,2,2,9,1,3
S903,13,2,2,2,2,4,2,2,2,9,1,3
S904,13,2,2,2,2,4,2,2,2,9,1,3
S905,13,2,2,2,2,4,2,2,2,9,1,3
S906,13,2,2,2,2,4,2,2,2,9,1,3
S907,13,2,2,2,2,4,2,2,2,9,1,3
S908,13,2,2,2,2,4,2,2,2,9,1,3
S909,13,2,2,2,2,4,2,2,2,9,1,3
S910,13,2,2,2,2,4,2,2,2,9,1,3
S911,13,2,2,2,2,4,2,2,2,9,1,3
S912,13,2,2,2,2,4,2,2,2,9,1,3
S913,13,2,2,2,2,4,2,2,2,9,1,3
S914,13,2,2,2,2,4,2,2,2,9,1,3
S915,13,2,2,2,2,4,2,2,2,9,1,3
S916,13,2,2,2,2,4,2,2,2,9,1,3
S917,13,2,2,2,2,4,2,2,2,9,1,3
S918,13,2,2,2,2,4,2,2,2,9,1,3
S919,13,2,2,2,2,4,2,2,2,9,1,3
S920,13,2,2,2,2,4,2,2,2,9,1,3
S921,13,2,2,2,2,4,2,2,2,9,1,3
S922,13,2,2,2,2,4,2,2,2,9,1,3
S923,13,2,2,2,2,4,2,2,2,9,1,3
S924,13,2,2,2,2,4,2,2,2,9,1,3
S925,13,2,2,2,2,4,2,2,2,9,1,3
S926,13,2,2,2,2,4,2,2,2,9,1,3
S927,13,2,2,2,2,4,2,2,2,9,1,3
S928,13,2,2,2,2,4,2,2,2,9,1,3
S929,13,2,2,2,2,4,2,2,2,9,1,3
S930,13,2,2,2,2,4,2,2,2,9,1,3
S931,13,2,2,2,2,4,2,2,2,9,1,3
S932,13,2,2,2,2,4,2,2,2,9,1,3
S933,13,2,2,2,2,4,2,2,2,9,1,3
S934,13,2,2,2,2,4,2,2,2,9,1,3
S935,13,2,2,2,2,4,2,2,2,9,1,3
S936,13,2,2,2,2,4,2,2,2,9,1,3
S937,13,2,2,2,2,4,2,2,2,9,1,3
S938,14,1,2,1,2,4,2,2,2,10,5,6
S939,14,1,2,1,2,4,2,2,2,10,5,6
S940,14,1,2,1,2,4,2,2,2,10,5,6
S941,14,1,2,1,2,4,2,2,2,10,5,6
S942,14,1,2,1,2,4,2,2,2,10,5,6
S943,14,1,2,1,2,4,2,2,2,10,5,6
S944,14,1,2,1,2,4,2,2,2,10,5,6
S945,14,1,2,1,2,4,2,2,2,10,5,6
S946,14,1,2,1,2,4,2,2,2,10,5,6
S947,14,1,2,1,2,4,2,2,2,10,5,6
S948,14,1,2,1,2,4,2,2,2,10,5,6
S949,14,1,2,1,2,4,2,2,2,10,5,6
S950,14,1,2,1,2,4,2,2,2,10,5,6
S951,14,1,2,1,2,4,2,2,2,10,5,6
S952,14,1,2,1,2,4,2,2,2,10,5,6
S953,14,1,2,1,2,4,2,2,2,10,5,6
S954,14,1,2,1,2,4,2,2,2,10,5,6
S955,14,1,2,1,2,4,2,2,2,10,5,6
S956,14,1,2,1,2,4,2,2,2,10,5,6
S957,14,1,2,1,2,4,2,2,2,10,5,6
S958,14,1,2,1,2,4,2,2,2,10,5,6
S959,14,1,2,1,2,4,2,2,2,10,5,6
S960,14,1,2,1,2,4,2,2,2,10,5,6
S961,14,1,2,1,2,4,2,2,2,10,5,6
S962,14,1,2,1,2,4,2,2,2,10,5,6
S963,14,1,2,1,2,4,2,2,2,10,5,6
S964,14,1,2,1,2,4,2,2,2,10,5,6
S965,14,1,2,1,2,4,2,2,2,10,5,6
S966,14,1,2,1,2,4,2,2,2,10,5,6
S967,14,1,2,1,2,4,2,2,2,10,5,6
S968,14,1,2,1,2,4,2,2,2,10,5,6
S969,14,1,2,1,2,4,2,2,2,10,5,6
S970,14,1,2,1,2,4,2,2,2,10,5,6
S971,14,1,2,1,2,4,2,2,2,10,5,6
S972,14,1,2,1,2,4,2,2,2,10,5,6
S973,14,1,2,1,2,4,2,2,2,10,5,6
S974,14,1,2,1,2,4,2,2,2,10,5,6
S975,14,1,2,1,2,4,2,2,2,10,5,6
S976,14,1,2,1,2,4,2,2,2,10,5,6
S977,14,1,2,1,2,4,2,2,2,10,5,6
S978,14,1,2,1,2,4,2,2,2,10,5,6
S979,14,1,2,1,2,4,2,2,2,10,5,6
S980,14,1,2,1,2,4,2,2,2,10,5,6
S981,14,1,2,1,2,4,2,2,2,10,5,6
S982,14,1,2,1,2,4,2,2,2,10,5,6
S983,14,1,2,1,2,4,2,2,2,10,5,6
S984,14,1,2,1,2,4,2,2,2,10,5,6
S985,14,1,2,1,2,4,2,2,2,10,5,6
S986,14,1,2,1,2,4,2,2,2,10,5,6
S987,14,1,2,1,2,4,2,2,2,10,5,6
S988,14,1,2,1,2,4,2,2,2,10,5,6
S989,14,1,2,1,2,4,2,2,2,10,5,6
S990,14,1,2,1,2,4,2,2,2,10,5,6
S991,14,1,2,1,2,4,2,2,2,10,5,6
S992,14,1,2,1,2,4,2,2,2,10,5,6
S993,14,1,2,1,2,4,2,2,2,10,5,6
S994,14,1,2,1,2,4,2,2,2,10,5,6
S995,14,1,2,1,2,4,2,2,2,10,5,6
S996,14,1,2,1,2,4,2,2,2,10,5,6
S997,14,1,2,1,2,4,2,2,2,10,5,6
S998,14,1,2,1,2,4,2,2,2,10,5,6
S999,14,1,2,1,2,4,2,2,2,10,5,6
S1000,14,1,2,1,2,4,2,2,2,10,5,6
S1001,14,1,2,1,2,4,2,2,2,10,5,6
S1002,14,1,2,1,2,4,2,2,2,10,5,6
S1003,14,1,2,1,2,4,2,2,2,10,5,6
S1004,14,1,2,1,2,4,2,2,2,10,5,6
S1005,14,1,2,1,2,4,2,2,2,10,5,6
S1006,14,1,2,1,2,4,2,2,2,10,5,6
S1007,14,1,2,1,2,4,2,2,2,10,5,6
S1008,14,1,2,1,2,4,2,2,2,10,5,6
S1009,14,1,2,1,2,4,2,2,2,10,5,6
S1010,14,1,2,1,2,4,2,2,2,10,5,6
S1011,14,1,2,1,2,4,2,2,2,10,5,6
S1012,14,1,2,1,2,4,2,2,2,10,5,6
S1013,14,1,2,1,2,4,2,2,2,10,5,6
S1014,14,1,2,1,2,4,2,2,2,10,5,6
S1015,14,1,2,1,2,4,2,2,2,10,5,6
S1016,14,1,2,1,2,4,2,2,2,10,5,6
S1017,14,1,2,1,2,4,2,2,2,10,5,6
S1018,14,1,2,1,2,4,2,2,2,10,5,6
S1019,14,1,2,1,2,4,2,2,2,10,5,6
S1020,14,1,2,1,2,4,2,2,2,10,5,6
S1021,14,1,2,1,2,4,2,2,2,10,5,6
S1022,14,1,2,1,2,4,2,2,2,10,5,6
S1023,14,1,2,1,2,4,2,2,2,10,5,6
S1024,14,1,2,1,2,4,2,2,2,10,5,6
S1025,14,1,2,1,2,4,2,2,2,10,5,6
S1026,14,1,2,1,2,4,2,2,2,10,5,6
S1027,14,1,2,1,2,4,2,2,2,10,5,6
S1028,14,1,2,1,2,4,2,2,2,10,5,6
S1029,14,1,2,1,2,4,2,2,2,10,5,6
S1030,14,1,2,1,2,4,2,2,2,10,5,6
